WindSpeed,Power
0, 0
0.10000000000000009, 0.017332954394440492
0.20000000000000018, 0.007998783978001356
0.2999999999999998, 0.019319204893083253
0.3999999999999999, 0.008938968391172253
0.5000000000000004, 0.0087691322087462
0.6000000000000001, 0.008770871202443686
0.7000000000000002, 0.008770860833234195
0.7999999999999998, 0.008771557059375823
0.8999999999999999, 0.008716520149354423
1.0000000000000004, 0.013992030255611354
1.1, 0.008364949444375824
1.2000000000000002, 0.008773031716494017
1.2999999999999998, 0.00877090411682424
1.4000000000000004, 0.008770864412737112
1.5, 0.008770865950175732
1.600000000000001, 0.008770865752913082
1.7000000000000006, 0.008770873858095385
1.8000000000000007, 0.008770631377309712
1.9000000000000004, 0.00876342232083438
2.000000000000001, 0.010707294950019985
2.1000000000000005, 0.009092014664499715
2.200000000000001, 0.008765345084439602
2.3000000000000007, 0.008770939193018634
2.4000000000000004, 0.00877086528504556
2.5000000000000018, 0.0087708659145882
2.6000000000000014, 0.008770865915719739
2.700000000000001, 0.008770865915092685
2.8000000000000007, 0.008770865947747453
2.9000000000000012, 0.008770864124196365
3.0000000000000018, 0.008770937337542861
3.1000000000000014, 0.008770247665969677
3.200000000000002, 0.008526439641494576
3.3000000000000016, 0.01730836002682068
3.400000000000002, 0.01674370506695233
3.5000000000000018, 0.024262515656944927
3.6000000000000014, 0.04218605294703437
3.700000000000003, 0.07879353893211949
3.8000000000000025, 0.09763458854678397
3.900000000000002, 0.13238356644632532
4.000000000000002, 0.15504377964422744
4.100000000000001, 0.1957499471919384
4.200000000000002, 0.23320243608247004
4.300000000000001, 0.2704286485032723
4.400000000000001, 0.30829564791415365
4.5, 0.35332672388914244
4.6, 0.4021007383698434
4.7, 0.4492580412295615
4.799999999999999, 0.49585726472278235
4.8999999999999995, 0.5414234840996786
4.999999999999998, 0.5792798645131203
5.099999999999998, 0.6429740530636598
5.1999999999999975, 0.6908343202633223
5.299999999999997, 0.7371626123566015
5.399999999999998, 0.7924344981720681
5.4999999999999964, 0.8402241041274818
5.599999999999996, 0.8944826956493621
5.699999999999996, 0.9499250394946905
5.799999999999995, 1.0053823262997215
5.899999999999996, 1.059684129545981
5.999999999999995, 1.1201903530227089
6.099999999999994, 1.1891612574346677
6.199999999999994, 1.2447998264822582
6.299999999999994, 1.3173638665481269
6.399999999999993, 1.3755750573287377
6.499999999999993, 1.4522063127742832
6.5999999999999925, 1.5144106213393709
6.699999999999992, 1.5892663282775876
6.799999999999992, 1.6640548929260959
6.8999999999999915, 1.7479711817684285
6.999999999999993, 1.829739780404653
7.099999999999991, 1.9298206024568376
7.19999999999999, 2.019952626368596
7.29999999999999, 2.115890390955931
7.39999999999999, 2.207686378316879
7.499999999999989, 2.307831917795361
7.599999999999989, 2.402007677242633
7.69999999999999, 2.4944740049249337
7.799999999999988, 2.5836012629185285
7.899999999999988, 2.6854079192343754
7.999999999999989, 2.7675118328497748
8.099999999999987, 2.876998952026482
8.199999999999987, 2.967905980443371
8.299999999999986, 3.051310839125515
8.399999999999986, 3.153688915988572
8.499999999999986, 3.2456384839040764
8.599999999999985, 3.3372112159391216
